Local Date, Local Time, Day Type ID, NTIS Link Number, Road, Carriageway, NTIS Link Description, NTIS Model Version, Link Length, Start Node Coordinates, End Node Coordinates, Total Traffic Flow, Profile Traffic Flow, Traffic Flow %value1, Traffic Flow %value2, Traffic Flow %value3, Traffic Flow %value4, Flow Quality, Fused Travel Time, Profile Travel Time, Fused Average Speed, Quality Index
2015-04-29,01:59:29,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,109,130,35.00,11.00,10.00,44.00,15,66.75,64.00,98.56,15
2015-04-29,02:14:42,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,104,120,28.00,12.00,11.00,49.00,15,67.47,64.67,97.53,15
2015-04-29,02:29:45,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,95,120,31.00,8.00,11.00,50.00,11,60.50,64.00,108.75,11
2015-04-29,02:44:23,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,102,105,24.00,10.00,18.00,48.00,14,69.12,64.00,95.53,14
2015-04-29,02:59:23,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,90,105,34.00,11.00,13.00,42.00,15,65.59,65.33,100.29,15
2015-04-29,03:14:51,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,92,105,32.00,10.00,13.00,45.00,15,64.35,64.33,102.24,15
2015-04-29,03:29:46,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,115,105,36.00,11.00,12.00,41.00,13,66.41,65.00,99.18,13
2015-04-29,03:44:49,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,100,105,40.00,11.00,12.00,37.00,14,60.88,66.00,107.88,14
2015-04-29,03:59:48,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,118,105,43.00,14.00,11.00,32.00,13,65.93,66.00,100.67,13
2015-04-29,04:14:41,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,119,105,43.00,13.00,15.00,29.00,14,60.94,67.67,107.41,14
2015-04-29,04:29:54,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,146,105,46.00,13.00,12.00,29.00,14,61.06,68.00,107.71,14
2015-04-29,04:44:58,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,189,110,43.00,10.00,19.00,28.00,15,61.65,69.00,106.53,15
2015-04-29,04:59:35,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,239,125,45.00,15.00,13.00,27.00,14,63.88,68.67,103.13,14
2015-04-29,05:14:05,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,282,150,50.00,14.00,11.00,25.00,14,61.80,67.00,106.53,14
2015-04-29,05:26:10,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,406,180,53.00,17.00,10.00,20.00,12,65.21,65.00,100.86,12
2015-04-29,05:44:24,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,600,225,59.00,18.00,10.00,13.00,4,65.60,62.00,100.20,4
2015-04-29,05:59:21,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,899,290,61.00,19.00,9.00,11.00,14,62.31,60.33,105.50,14
2015-04-29,06:14:23,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1418,385,62.00,21.00,8.00,9.00,14,66.63,60.00,98.75,14
2015-04-29,06:29:37,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1481,540,66.00,20.00,8.00,6.00,14,91.60,60.33,73.20,14
2015-04-29,06:44:56,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1334,815,64.00,21.00,8.00,7.00,14,145.21,61.67,45.43,14
2015-04-29,06:59:06,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1252,1150,65.00,19.00,8.00,8.00,13,154.00,66.00,42.77,13
2015-04-29,07:14:28,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1219,1380,67.00,17.00,8.00,8.00,13,162.36,77.67,40.50,13
2015-04-29,07:29:31,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1203,1495,68.00,19.00,8.00,5.00,13,165.71,98.33,39.64,13
2015-04-29,07:44:46,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1129,1455,69.00,16.00,9.00,6.00,11,154.21,128.67,42.79,11
2015-04-29,07:58:57,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1019,1295,69.00,17.00,7.00,7.00,10,128.31,162.67,56.54,10
2015-04-29,08:14:12,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,917,1240,70.00,17.00,7.00,6.00,12,65.93,168.00,99.80,12
2015-04-29,08:29:09,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,897,1230,69.00,18.00,7.00,6.00,12,70.31,162.67,93.62,12
2015-04-29,08:44:23,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,993,1220,66.00,18.00,8.00,8.00,13,66.93,140.67,98.27,13
2015-04-29,08:59:12,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1040,1190,68.00,17.00,7.00,8.00,13,67.46,104.33,97.62,13
2015-04-29,09:14:20,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1089,1150,68.00,17.00,8.00,7.00,15,68.00,83.00,96.80,15
2015-04-29,09:29:21,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1126,1095,69.00,18.00,7.00,6.00,11,62.21,69.33,105.93,11
2015-04-29,09:43:56,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1080,1085,66.00,17.00,9.00,8.00,14,62.60,61.00,105.27,14
2015-04-29,09:59:09,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1035,1145,64.00,20.00,8.00,8.00,12,63.43,60.33,103.93,12
2015-04-29,10:14:47,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1104,1175,67.00,17.00,8.00,8.00,13,63.59,60.33,103.59,13
2015-04-29,10:29:19,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,988,1200,64.00,17.00,9.00,10.00,12,63.69,60.33,103.38,12
2015-04-29,10:44:45,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,959,1240,64.00,17.00,10.00,9.00,13,66.14,61.00,99.50,13
2015-04-29,10:59:03,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,915,1240,63.00,19.00,8.00,10.00,12,70.25,59.67,93.83,12
2015-04-29,11:14:46,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,921,1230,65.00,18.00,8.00,9.00,14,68.67,59.67,96.13,14
2015-04-29,11:29:16,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,960,1215,63.00,18.00,10.00,9.00,13,63.69,60.67,103.38,13
2015-04-29,11:44:41,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,991,1160,62.00,18.00,9.00,11.00,14,66.80,61.33,98.60,14
2015-04-29,11:58:59,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,998,1130,64.00,18.00,9.00,9.00,11,62.23,62.67,105.54,11
2015-04-29,12:14:53,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,971,1105,65.00,18.00,8.00,9.00,14,64.87,64.00,101.27,14
2015-04-29,12:29:41,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,956,1080,66.00,17.00,8.00,9.00,14,64.80,64.67,101.60,14
2015-04-29,12:43:42,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,956,1075,63.00,20.00,8.00,9.00,13,61.64,64.67,106.29,13
2015-04-29,12:59:19,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,913,1070,66.00,18.00,8.00,8.00,14,64.06,62.67,102.59,14
2015-04-29,13:13:45,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,946,1045,64.00,19.00,7.00,10.00,12,59.86,62.67,109.86,12
2015-04-29,13:29:59,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1043,1025,65.00,18.00,9.00,8.00,13,63.69,62.00,103.31,13
2015-04-29,13:43:38,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,968,1020,64.00,19.00,9.00,8.00,12,59.93,62.67,109.57,12
2015-04-29,13:59:37,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,996,1035,65.00,19.00,8.00,8.00,12,61.43,62.67,106.93,12
2015-04-29,14:13:58,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,967,1040,64.00,20.00,8.00,8.00,12,61.85,61.67,106.46,12
2015-04-29,14:29:58,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,978,1065,65.00,17.00,10.00,8.00,14,64.14,61.33,102.43,14
2015-04-29,14:43:44,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1092,1075,67.00,17.00,8.00,8.00,11,62.38,61.00,105.46,11
2015-04-29,14:58:43,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1068,1065,67.00,18.00,7.00,8.00,11,62.23,61.33,105.38,11
2015-04-29,15:13:39,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1047,1075,64.00,21.00,8.00,7.00,12,61.08,62.00,107.31,12
2015-04-29,15:29:46,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1070,1110,67.00,18.00,8.00,7.00,14,62.36,61.33,105.29,14
2015-04-29,15:44:19,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1167,1140,69.00,19.00,5.00,7.00,12,60.07,60.33,109.43,12
2015-04-29,15:59:32,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1170,1175,68.00,20.00,6.00,6.00,13,66.00,61.00,99.71,13
2015-04-29,16:13:37,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1187,1185,70.00,20.00,5.00,5.00,14,61.43,61.33,107.21,14
2015-04-29,16:29:59,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1289,1210,70.00,19.00,5.00,6.00,12,63.31,62.00,103.69,12
2015-04-29,16:44:42,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1208,1220,72.00,19.00,4.00,5.00,11,63.77,61.67,103.08,11
2015-04-29,16:59:13,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1201,1250,73.00,19.00,4.00,4.00,12,60.71,61.00,108.14,12
2015-04-29,17:14:32,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1276,1310,73.00,17.00,5.00,5.00,15,61.93,61.00,106.07,15
2015-04-29,17:29:36,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1317,1345,72.00,19.00,4.00,5.00,13,65.07,62.00,100.86,13
2015-04-29,17:44:13,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1311,1370,78.00,15.00,3.00,4.00,10,70.54,64.33,93.31,10
2015-04-29,17:59:41,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1247,1395,76.00,16.00,3.00,5.00,12,92.20,65.00,73.20,12
2015-04-29,18:14:57,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1191,1400,77.00,15.00,4.00,4.00,12,110.94,65.00,60.00,12
2015-04-29,18:29:19,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1164,1395,77.00,16.00,3.00,4.00,14,82.71,64.33,80.36,14
2015-04-29,18:44:47,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,1103,1365,75.00,18.00,3.00,4.00,14,68.50,63.33,96.21,14
2015-04-29,18:59:44,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,998,1320,74.00,18.00,3.00,5.00,14,60.47,63.33,108.80,14
2015-04-29,19:14:48,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,899,1270,76.00,15.00,3.00,6.00,13,61.53,63.33,107.00,13
2015-04-29,19:28:44,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,796,1220,76.00,16.00,3.00,5.00,12,57.86,62.00,113.71,12
2015-04-29,19:44:06,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,753,1180,73.00,17.00,4.00,6.00,12,56.79,62.00,116.00,12
2015-04-29,19:59:07,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,714,1095,71.00,16.00,5.00,8.00,9,58.17,61.67,113.17,9
2015-04-29,20:14:28,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,619,985,67.00,19.00,5.00,9.00,14,57.86,61.00,113.86,14
2015-04-29,20:29:05,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,608,880,71.00,18.00,5.00,6.00,13,57.77,62.00,114.15,13
2015-04-29,20:44:19,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,559,790,73.00,14.00,4.00,9.00,11,57.08,62.00,115.25,11
2015-04-29,20:59:09,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,489,720,67.00,18.00,5.00,10.00,11,57.07,62.00,115.43,11
2015-04-29,21:14:04,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,464,645,69.00,17.00,4.00,10.00,13,56.38,62.00,116.69,13
2015-04-29,21:28:49,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,393,585,71.00,17.00,3.00,9.00,12,58.93,61.33,112.00,12
2015-04-29,21:43:55,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,370,535,67.00,17.00,6.00,10.00,13,60.00,59.67,109.93,13
2015-04-29,21:59:32,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,344,490,69.00,14.00,5.00,12.00,13,61.80,59.00,106.13,13
2015-04-29,22:14:40,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,334,465,73.00,13.00,4.00,10.00,14,62.53,58.33,105.53,14
2015-04-29,22:29:54,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,303,450,68.00,14.00,6.00,12.00,14,70.50,58.00,93.13,14
2015-04-29,22:44:30,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,254,415,65.00,15.00,7.00,13.00,14,69.57,58.00,94.71,14
2015-04-29,22:59:33,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,279,375,70.00,11.00,3.00,16.00,13,71.29,58.00,92.29,13
2015-04-29,23:14:08,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,265,345,65.00,13.00,3.00,19.00,14,71.93,60.00,91.36,14
2015-04-29,23:29:50,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,239,300,66.00,15.00,2.00,17.00,13,69.00,62.00,95.40,13
2015-04-29,23:44:34,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,195,270,63.00,12.00,7.00,18.00,14,69.13,64.33,95.50,14
2015-04-29,23:59:39,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,218,240,65.00,12.00,9.00,14.00,12,70.85,66.33,93.00,12
2015-04-30,00:14:02,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,194,215,59.00,16.00,7.00,18.00,13,68.00,65.33,96.86,13
2015-04-30,00:29:29,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,174,200,55.00,12.00,6.00,27.00,14,60.07,64.67,109.27,14
2015-04-30,00:44:28,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,170,190,53.00,17.00,10.00,20.00,11,63.85,64.33,102.85,11
2015-04-30,00:59:40,2,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,137,180,55.00,12.00,5.00,28.00,12,63.64,62.00,102.93,12
2015-04-30,01:14:59,3,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,119,200,41.00,13.00,13.00,33.00,14,62.13,63.33,105.63,14
2015-04-30,01:29:32,3,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,107,185,50.00,13.00,10.00,27.00,13,61.07,62.00,107.43,13
2015-04-30,01:44:08,3,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,115,140,46.00,14.00,6.00,34.00,12,61.62,61.67,106.31,12
2015-04-30,01:59:51,3,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,126,120,38.00,11.00,10.00,41.00,12,67.00,62.00,98.60,12
2015-04-30,02:14:57,3,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,101,120,38.00,6.00,15.00,41.00,13,63.67,62.00,103.00,13
2015-04-30,02:29:12,3,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,90,120,33.00,7.00,14.00,46.00,10,66.71,62.67,98.79,10
2015-04-30,02:44:41,3,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,88,120,30.00,10.00,8.00,52.00,15,64.88,66.00,101.31,15
2015-04-30,02:59:52,3,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,86,115,26.00,10.00,19.00,45.00,14,65.07,67.00,101.29,14
2015-04-30,03:14:25,3,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,121,105,35.00,10.00,14.00,41.00,15,67.13,67.00,98.07,15
2015-04-30,03:29:57,3,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,115,105,35.00,9.00,15.00,41.00,14,64.94,66.00,101.31,14
2015-04-30,03:44:36,3,199004302,M25,mainCarriageway,M25 anti-clockwise between J20 and J19,1.00,1823.63090,51.694372244302599 ; -0.446515567261298,51.679410905605998 ; -0.454129767350668,119,105,30.00,13.00,18.00,39.00,12,66.80,64.67,98.60,12
