objectid,pcon16cd,pcon16nm,bng_e,bng_n,long,lat,st_areashape,st_lengthshape
312,E14000841,North East Bedfordshire,509132,258803,-0.40399,52.2166481,542800897.709078,191727.09241272
313,E14000842,North East Cambridgeshire,537554,293446,0.025967,52.52154922,725473437.858406,185307.830166287
314,E14000843,North East Derbyshire,437369,365923,-1.44219005,53.1891098,228231242.051987,149637.859572037
315,E14000844,North East Hampshire,477217,151423,-0.89482999,51.2567482,401470618.908412,156367.510540775
316,E14000845,North East Hertfordshire,533034,227739,-0.06642,51.93227005,502269656.735966,160583.361615003
317,E14000846,North East Somerset,364116,161999,-2.51671004,51.35591125,322447687.69382,176456.860929518
318,E14000847,North Herefordshire,348792,251361,-2.74995995,52.15813828,1455563187.46402,348075.198415296
319,E14000848,North Norfolk,623473,330845,1.315804,52.82878876,754498388.664099,221944.563254434
320,E14000849,North Shropshire,349128,330083,-2.75711012,52.86582184,935210349.325633,276031.737184786
321,E14000850,North Somerset,347309,169216,-2.75913,51.41949081,232138230.007079,117709.898212778
322,E14000851,North Swindon,417320,190622,-1.75124002,51.61415863,106324333.856659,65918.9877590822
323,E14000852,North Thanet,625041,165662,1.23007703,51.34545898,142453535.582077,82745.7001231104
324,E14000853,North Tyneside,429481,568918,-1.54052997,55.01395035,45402068.6374443,45227.0423153485
325,E14000854,North Warwickshire,424687,296012,-1.63724995,52.56140137,266482050.251814,140692.582431502
326,E14000855,North West Cambridgeshire,522387,289492,-0.1989,52.48963928,746010518.33682,230069.469335552
332,E14000861,Northampton North,477324,263094,-0.86848003,52.26060104,22366765.2516375,26069.5565543228
566,S14000033,Glasgow North West,253175,669165,-4.34943008,55.89315033,18560614.8468042,24460.0427726027
333,E14000862,Northampton South,480096,261363,-0.82828999,52.24464035,32947482.6137573,40142.868538799
334,E14000863,Norwich North,623503,311330,1.30297005,52.6536293,36188730.7374427,39184.3877358226
335,E14000864,Norwich South,621219,308012,1.26703894,52.62479019,30322777.1375783,83307.6353833632
336,E14000865,Nottingham East,458309,341526,-1.13325,52.96794891,18706488.5392291,23698.5050848023
428,E14000957,Southend West,585151,187494,0.669438,51.55593872,23960876.5185682,22251.5075167352
337,E14000866,Nottingham North,454115,344384,-1.19520998,52.99406815,23341980.8154838,35919.4430277598
430,E14000959,Spelthorne,507012,169622,-0.46254,51.41551971,51161362.9321801,44134.5349564055
431,E14000960,St Albans,514325,205423,-0.34577999,51.73587036,67230277.1455283,63654.5462441673
432,E14000961,St Austell and Newquay,195455,57854,-4.87867022,50.38489914,402723577.187139,180887.473623245
433,E14000962,St Helens North,351263,398699,-2.73588991,53.48274994,83805871.4492873,62658.1602070251
434,E14000963,St Helens South and Whiston,351222,392412,-2.7355299,53.42623901,64135178.727969,53755.6006893649
435,E14000964,St Ives,141322,26416,-5.61725998,50.0814209,545496372.867465,431090.934995504
436,E14000965,Stafford,391013,320185,-2.13466001,52.77917862,291008382.061065,138773.079075104
437,E14000966,Staffordshire Moorlands,400043,355243,-2.00079989,53.09440994,513474783.334094,160591.978677831
438,E14000967,Stalybridge and Hyde,398011,398062,-2.03143001,53.47929001,63229020.0931082,44327.901963478
439,E14000968,Stevenage,524285,223238,-0.19523001,51.89384842,63406762.2058273,63406.6286730515
440,E14000969,Stockport,388819,390460,-2.16966009,53.41083908,21914415.1753211,36641.6650575407
441,E14000970,Stockton North,444937,523121,-1.30594003,54.60128021,125396308.270727,91388.0953645989
442,E14000971,Stockton South,443143,513821,-1.33506,54.51786041,84334504.9536436,69968.9627190083
338,E14000867,Nottingham South,454681,339273,-1.18763995,52.94807816,32565098.7757348,38873.5640480201
339,E14000868,Nuneaton,431696,292172,-1.53422999,52.52651978,83023099.6040178,58798.0769892395
443,E14000972,Stoke-on-Trent Central,389141,347318,-2.16333008,53.02305984,30272295.2566377,43183.5642932503
444,E14000973,Stoke-on-Trent North,387700,351970,-2.18499994,53.06483841,42191851.9096834,41671.9418954923
445,E14000974,Stoke-on-Trent South,390276,342227,-2.14626002,52.97731018,32849469.1575366,38848.0212802573
340,E14000869,Old Bexley and Sidcup,548002,173628,0.128198,51.44231033,24546379.4181169,29249.6961074309
341,E14000870,Oldham East and Saddleworth,398906,408181,-2.01799011,53.57025146,104409803.825461,58303.2162593535
446,E14000975,Stone,388489,330561,-2.17245007,52.87240982,621083003.502902,248414.617025847
447,E14000976,Stourbridge,391209,284285,-2.13079,52.45645142,27406839.1176617,29217.0226376095
448,E14000977,Stratford-on-Avon,419834,253616,-1.71133006,52.18045044,670714675.219992,208274.494027847
342,E14000871,Oldham West and Royton,390878,405957,-2.13913989,53.55017853,30838483.6083623,33523.4160837168
343,E14000872,Orpington,544861,162534,0.078513,51.34342957,78725150.153907,58953.0558436051
344,E14000873,Oxford East,453747,205162,-1.22293997,51.74259186,30604532.99458,30539.614490562
345,E14000874,Oxford West and Abingdon,447995,207687,-1.30589998,51.76580811,128738068.277385,86212.9816736368
346,E14000875,Pendle,387637,443368,-2.18956995,53.88636017,169380093.001452,79243.7834089022
347,E14000876,Penistone and Stocksbridge,423088,401791,-1.65330994,53.51231003,293827134.858608,107839.336221635
348,E14000877,Penrith and The Border,356508,545631,-2.67810988,54.80366135,3134387900.68191,478371.474909104
349,E14000878,Peterborough,524756,303751,-0.15866999,52.61722183,175082269.009895,65784.8839603961
350,E14000879,"Plymouth, Moor View",248145,59475,-4.13878012,50.41543961,34415189.0058594,34535.134314271
351,E14000880,"Plymouth, Sutton and Devonport",247629,55529,-4.14444017,50.37984848,22610340.8483055,34381.0309021334
352,E14000881,Poole,403952,91153,-1.94536996,50.7199707,40888220.1493458,36179.3859918662
353,E14000882,Poplar and Limehouse,537808,180645,-0.01564,51.50793839,12409278.6751635,22892.0066440823
449,E14000978,Streatham,530188,172431,-0.1284,51.43592072,10445529.573975,18955.5266337674
354,E14000883,Portsmouth North,466078,105233,-1.06285,50.84283829,43193534.5985715,40168.8028351283
450,E14000979,Stretford and Urmston,376790,394312,-2.35089993,53.44506836,46807360.9988388,39263.2481371323
451,E14000980,Stroud,382161,205282,-2.25977993,51.74594879,400954306.914013,155576.154424643
367,E14000896,Richmond Park,519834,173049,-0.27708,51.44375992,38174775.9993917,36982.0257790982
368,E14000897,Rochdale,392416,415285,-2.11615992,53.63404083,85556099.7332236,56683.4481157951
369,E14000898,Rochester and Strood,578207,175196,0.563173,51.44770813,212845834.464932,92368.6578506483
370,E14000899,Rochford and Southend East,591941,188292,0.767699,51.56084061,202332605.890676,211105.354122599
452,E14000981,Suffolk Coastal,635965,249452,1.44335997,52.09307861,783707406.439776,211437.844344503
453,E14000982,Sunderland Central,438940,556531,-1.39428997,54.90200043,30643510.6948585,38888.3396752871
454,E14000983,Surrey Heath,493294,162147,-0.66170001,51.35074997,108123847.525244,72766.669575917
371,E14000900,Romford,551408,190670,0.184484,51.5945282,29397031.376486,32396.8090024051
372,E14000901,Romsey and Southampton North,436034,128163,-1.48728001,51.05168152,420435404.4094,155482.994888885
373,E14000902,Rossendale and Darwen,372446,420955,-2.41865993,53.68432999,217453202.858281,121699.289380264
374,E14000903,Rother Valley,449699,386114,-1.25452995,53.36957932,166752771.016025,72539.8525725764
375,E14000904,Rotherham,442371,392231,-1.36382997,53.42518997,45094181.1189734,52054.0577043425
376,E14000905,Rugby,446258,281329,-1.3211,52.42800903,246573639.308947,87986.2990362342
377,E14000906,"Ruislip, Northwood and Pinner",508439,189155,-0.43601999,51.59082031,49510450.9432699,41675.3918614836
378,E14000907,Runnymede and Weybridge,503012,166624,-0.52091002,51.38930893,93827404.95299,55580.7752459633
379,E14000908,Rushcliffe,462332,332669,-1.07505,52.88788986,309312965.386182,112958.844934514
